"","date","Afghanistan_all","Albania_all","Algeria_all","Andorra_all","Angola_all","Antigua and Barbuda_all","Argentina_all","Armenia_all","Australia_Australian Capital Territory","Australia_From Diamond Princess","Australia_New South Wales","Australia_Northern Territory","Australia_Queensland","Australia_South Australia","Australia_Tasmania","Australia_Victoria","Australia_Western Australia","Austria_all","Azerbaijan_all","Bahamas, The_all","Bahrain_all","Bangladesh_all","Barbados_all","Belarus_all","Belgium_all","Benin_all","Bhutan_all","Bolivia_all","Bosnia and Herzegovina_all","Brazil_all","Brunei_all","Bulgaria_all","Burkina Faso_all","Cabo Verde_all","Cambodia_all","Cameroon_all","Canada_Alberta","Canada_British Columbia","Canada_Grand Princess","Canada_Manitoba","Canada_New Brunswick","Canada_Newfoundland and Labrador","Canada_Nova Scotia","Canada_Ontario","Canada_Prince Edward Island","Canada_Quebec","Canada_Saskatchewan","Central African Republic_all","Chad_all","Chile_all","China_Anhui","China_Beijing","China_Chongqing","China_Fujian","China_Gansu","China_Guangdong","China_Guangxi","China_Guizhou","China_Haiall","China_Hebei","China_Heilongjiang","China_Heall","China_Hong Kong","China_Hubei","China_Huall","China_Inner Mongolia","China_Jiangsu","China_Jiangxi","China_Jilin","China_Liaoning","China_Macau","China_Ningxia","China_Qinghai","China_Shaanxi","China_Shandong","China_Shanghai","China_Shanxi","China_Sichuan","China_Tianjin","China_Tibet","China_Xinjiang","China_Yunall","China_Zhejiang","Colombia_all","Congo (Brazzaville)_all","Congo (Kinshasa)_all","Costa Rica_all","Cote d'Ivoire_all","Croatia_all","Cruise Ship_Diamond Princess","Cuba_all","Cyprus_all","Czechia_all","Denmark_Denmark","Denmark_Faroe Islands","Denmark_Greenland","Djibouti_all","Dominican Republic_all","Ecuador_all","Egypt_all","El Salvador_all","Equatorial Guinea_all","Estonia_all","Eswatini_all","Ethiopia_all","Fiji_all","Finland_all","France_France","France_French Guiana","France_French Polynesia","France_Guadeloupe","France_Mayotte","France_New Caledonia","France_Reunion","France_Saint Barthelemy","France_St Martin","Gabon_all","Gambia, The_all","Georgia_all","Germany_all","Ghana_all","Greece_all","Guatemala_all","Guinea_all","Guyana_all","Haiti_all","Holy See_all","Honduras_all","Hungary_all","Iceland_all","India_all","Indonesia_all","Iran_all","Iraq_all","Ireland_all","Israel_all","Italy_all","Jamaica_all","Japan_all","Jordan_all","Kazakhstan_all","Kenya_all","Korea, South_all","Kosovo_all","Kuwait_all","Kyrgyzstan_all","Latvia_all","Lebanon_all","Liberia_all","Liechtenstein_all","Lithuania_all","Luxembourg_all","Madagascar_all","Malaysia_all","Maldives_all","Malta_all","Martinique_all","Mauritania_all","Mauritius_all","Mexico_all","Moldova_all","Monaco_all","Mongolia_all","Montenegro_all","Morocco_all","Namibia_all","Nepal_all","Netherlands_Aruba","Netherlands_Curacao","Netherlands_Netherlands","Netherlands_Sint Maarten","New Zealand_all","Nicaragua_all","Niger_all","Nigeria_all","North Macedonia_all","Norway_all","Oman_all","Pakistan_all","Panama_all","Papua New Guinea_all","Paraguay_all","Peru_all","Philippines_all","Poland_all","Portugal_all","Qatar_all","Romania_all","Russia_all","Rwanda_all","Saint Lucia_all","Saint Vincent and the Grenadines_all","San Marino_all","Saudi Arabia_all","Senegal_all","Serbia_all","Seychelles_all","Singapore_all","Slovakia_all","Slovenia_all","Somalia_all","South Africa_all","Spain_all","Sri Lanka_all","Sudan_all","Suriname_all","Sweden_all","Switzerland_AG","Switzerland_AI","Switzerland_AR","Switzerland_BE","Switzerland_BL","Switzerland_BS","Switzerland_CH","Switzerland_FR","Switzerland_GE","Switzerland_GL","Switzerland_GR","Switzerland_JU","Switzerland_LU","Switzerland_all","Switzerland_NE","Switzerland_NW","Switzerland_OW","Switzerland_SG","Switzerland_SH","Switzerland_SO","Switzerland_SZ","Switzerland_TG","Switzerland_TI","Switzerland_UR","Switzerland_VD","Switzerland_VS","Switzerland_ZG","Switzerland_ZH","Taiwan*_all","Tanzania_all","Thailand_all","Togo_all","Trinidad and Tobago_all","Tunisia_all","Turkey_all","Ukraine_all","United Arab Emirates_all","United Kingdom_Bermuda","United Kingdom_Cayman Islands","United Kingdom_Channel Islands","United Kingdom_Gibraltar","United Kingdom_Isle of Man","United Kingdom_Montserrat","United Kingdom_United Kingdom","Unites States_Adams, IN","Unites States_Alabama","Unites States_Alachua, FL","Unites States_Alameda County, CA","Unites States_Alaska","Unites States_Anoka, MN","Unites States_Arapahoe, CO","Unites States_Arizona","Unites States_Arkansas","Unites States_Arlington, VA","Unites States_Beadle, SD","Unites States_Bennington County, VT","Unites States_Bergen County, NJ","Unites States_Berkshire County, MA","Unites States_Bernalillo, NM","Unites States_Bon Homme, SD","Unites States_Boone, IN","Unites States_Broward County, FL","Unites States_Bucks, PA","Unites States_Burlington, NJ","Unites States_Calaveras, CA","Unites States_California","Unites States_Camden, NC","Unites States_Camden, NJ","Unites States_Carver County, MN","Unites States_Charles Mix, SD","Unites States_Charleston County, SC","Unites States_Charlotte County, FL","Unites States_Charlton, GA","Unites States_Chatham County, NC","Unites States_Cherokee County, GA","Unites States_Clark County, NV","Unites States_Clark County, WA","Unites States_Cobb County, GA","Unites States_Collier, FL","Unites States_Collin County, TX","Unites States_Colorado","Unites States_Connecticut","Unites States_Contra Costa County, CA","Unites States_Cook County, IL","Unites States_Cuyahoga, OH","Unites States_Dallas, TX","Unites States_Dane, WI","Unites States_Davidson County, TN","Unites States_Davis County, UT","Unites States_Davison, SD","Unites States_DeKalb, GA","Unites States_Delaware","Unites States_Delaware County, PA","Unites States_Denver County, CO","Unites States_Deschutes, OR","Unites States_Diamond Princess","Unites States_District of Columbia","Unites States_Douglas County, CO","Unites States_Douglas County, NE","Unites States_Douglas County, OR","Unites States_Eagle, CO","Unites States_El Paso County, CO","Unites States_Essex, MA","Unites States_Fairfax County, VA","Unites States_Fairfield, CT","Unites States_Fayette County, KY","Unites States_Fayette, GA","Unites States_Florida","Unites States_Floyd, GA","Unites States_Fort Bend County, TX","Unites States_Fresno County, CA","Unites States_Fulton County, GA","Unites States_Georgia","Unites States_Grafton County, NH","Unites States_Grand Princess","Unites States_Grant County, WA","Unites States_Gregg, TX","Unites States_Guam","Unites States_Gunnison, CO","Unites States_Gwinnett, GA","Unites States_Hanover, VA","Unites States_Harford County, MD","Unites States_Harris County, TX","Unites States_Harrison County, KY","Unites States_Hawaii","Unites States_Hendricks County, IN","Unites States_Hillsborough, FL","Unites States_Honolulu County, HI","Unites States_Howard, IN","Unites States_Hudson County, NJ","Unites States_Humboldt County, CA","Unites States_Idaho","Unites States_Illinois","Unites States_Indiana","Unites States_Iowa","Unites States_Island, WA","Unites States_Jackson County, OR","Unites States_Jefferson County, KY","Unites States_Jefferson County, WA","Unites States_Jefferson Parish, LA","Unites States_Jefferson, CO","Unites States_Johnson County, IA","Unites States_Johnson County, KS","Unites States_Johnson, IN","Unites States_Kane, IL","Unites States_Kansas","Unites States_Kentucky","Unites States_Kershaw County, SC","Unites States_King County, WA","Unites States_Kitsap, WA","Unites States_Kittitas County, WA","Unites States_Klamath County, OR","Unites States_Knox, NE","Unites States_Lake, IL","Unites States_Lancaster, SC","Unites States_Larimer, CO","Unites States_Lee County, FL","Unites States_Litchfield, CT","Unites States_Los Angeles, CA","Unites States_Loudoun, VA","Unites States_Louisiana","Unites States_Madera County, CA","Unites States_Maine","Unites States_Manatee County, FL","Unites States_Maricopa County, AZ","Unites States_Marin, CA","Unites States_Marion County, IN","Unites States_Marion County, OR","Unites States_Maryland","Unites States_Massachusetts","Unites States_McHenry, IL","Unites States_Michigan","Unites States_Middlesex County, MA","Unites States_Middlesex, NJ","Unites States_Minnehaha, SD","Unites States_Minnesota","Unites States_Mississippi","Unites States_Missouri","Unites States_Monmouth, NJ","Unites States_Monroe, PA","Unites States_Montana","Unites States_Montgomery County, MD","Unites States_Montgomery County, PA","Unites States_Montgomery, TX","Unites States_Multnomah, OR","Unites States_Napa, CA","Unites States_Nassau County, NY","Unites States_Nassau, FL","Unites States_Nebraska","Unites States_Nevada","Unites States_New Castle, DE","Unites States_New Hampshire","Unites States_New Jersey","Unites States_New Mexico","Unites States_New York","Unites States_New York County, NY","Unites States_Noble, IN","Unites States_Norfolk County, MA","Unites States_Norfolk, VA","Unites States_North Carolina","Unites States_North Dakota","Unites States_Oakland, MI","Unites States_Ohio","Unites States_Okaloosa County, FL","Unites States_Oklahoma","Unites States_Olmsted, MN","Unites States_Orange County, CA","Unites States_Oregon","Unites States_Orleans, LA","Unites States_Pasco, FL","Unites States_Passaic, NJ","Unites States_Pennington, SD","Unites States_Pennsylvania","Unites States_Philadelphia, PA","Unites States_Pierce County, WA","Unites States_Pierce, WI","Unites States_Pima, AZ","Unites States_Pinal County, AZ","Unites States_Pinellas, FL","Unites States_Placer County, CA","Unites States_Polk County, GA","Unites States_Polk, OR","Unites States_Pottawattamie, IA","Unites States_Prince George's, MD","Unites States_Providence County, RI","Unites States_Puerto Rico","Unites States_Ramsey County, MN","Unites States_Rhode Island","Unites States_Riverside County, CA","Unites States_Rockingham County, NH","Unites States_Rockland County, NY","Unites States_Sacramento County, CA","Unites States_San Benito, CA","Unites States_San Diego County, CA","Unites States_San Francisco County, CA","Unites States_San Joaquin, CA","Unites States_San Mateo, CA","Unites States_Santa Clara County, CA","Unites States_Santa Cruz, CA","Unites States_Santa Rosa County, FL","Unites States_Saratoga County, NY","Unites States_Shasta County, CA","Unites States_Shelby County, TN","Unites States_Skagit, WA","Unites States_Snohomish County, WA","Unites States_Socorro, NM","Unites States_Solano, CA","Unites States_Sonoma County, CA","Unites States_South Carolina","Unites States_South Dakota","Unites States_Spartanburg County, SC","Unites States_Spotsylvania, VA","Unites States_St. Joseph, IN","Unites States_St. Louis County, MO","Unites States_Stanislaus, CA","Unites States_Stark, OH","Unites States_Suffolk County, MA","Unites States_Suffolk County, NY","Unites States_Sullivan, TN","Unites States_Summit County, CO","Unites States_Summit, UT","Unites States_Tarrant, TX","Unites States_Tennessee","Unites States_Texas","Unites States_Thurston, WA","Unites States_Tulsa County, OK","Unites States_Ulster County, NY","Unites States_Umatilla, OR","Unites States_Union, NJ","Unites States_Utah","Unites States_Ventura, CA","Unites States_Vermont","Unites States_Virgin Islands","Unites States_Virginia","Unites States_Volusia County, FL","Unites States_Wake County, NC","Unites States_Washington","Unites States_Washington County, OR","Unites States_Washington, D.C.","Unites States_Washoe County, NV","Unites States_Wayne County, PA","Unites States_Wayne, MI","Unites States_Weber, UT","Unites States_West Virginia","Unites States_Westchester County, NY","Unites States_Whatcom, WA","Unites States_Williamson County, TN","Unites States_Wisconsin","Unites States_Worcester, MA","Unites States_Wyoming","Unites States_Yolo County, CA","Uruguay_all","Uzbekistan_all","Venezuela_all","Vietnam_all","Zambia_all","Zimbabwe_all"
"1",2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,1,0,30,2,1,5,1,0,6,0,515,5,0,1,2,0,2,1,1,0,0,2,10,1,6,5,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,12,8,4,38,8,5,6,1,4,5,4,459,13,0,8,11,2,4,3,1,0,6,9,22,1,11,4,0,4,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"4",2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,34,14,3,64,30,4,10,2,6,10,3,588,32,1,13,25,4,5,3,2,0,8,20,26,1,19,9,0,3,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"5",2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,67,22,5,91,33,5,21,9,11,34,6,817,53,8,22,26,5,18,2,3,1,17,33,38,6,33,12,0,4,13,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"6",2020-01-27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,75,91,38,8,125,43,6,27,14,17,83,9,1125,79,9,37,40,6,25,5,5,1,26,52,47,10,50,16,0,5,19,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"7",2020-01-28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,92,124,62,14,166,54,8,36,20,24,135,10,1503,111,13,52,71,7,32,7,7,5,38,80,59,14,74,24,0,6,28,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"8",2020-01-29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,114,105,151,86,20,220,61,10,45,33,34,184,10,3087,153,17,74,110,9,39,8,11,7,51,105,73,26,98,28,0,10,44,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
